K13.7,"Other and unspecified lesions of oral mucosa; Focal oralmucinosis",,,,,
K31.1,Adult hypertrophic pyloric stenosis; Pyloric stenosis NOS,,,,,
K31.2,Hourglass stricture and stenosis of stomach,,,,,
K31.3,"Pylorospasm, not elsewhere classified",,,,,
K31.4,Gastric diverticulum,,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
K31.6,"Fistula of stomach and duodenum; Gastrocolic fistula;Gastrojejunocolic fistula",,,,,
K31.7,Polyp of stomach and duodenum,,,,,
K31.8,"Other specified diseases of stomach and duodenum;Achlorhydria; Gastroptosis; Hourglass contraction ofstomach",,,,,
K74.4,Secondary biliary cirrhosis,,,,,
K74.5,"Biliary cirrhosis, unspecified",,,,,
K80.2,"Calculus of gallbladder without cholecystitis;Cholecystolithiasis unspecified or without cholecystitis;Cholelithiasis unspecified or without cholecystitis;Recurrent colic of gallbladder unspecified or withoutcholecystitis; Impacted gallstone of cystic duct unspecifiedor without cholecystitis; impacted gallstone of gallbladderunspecified or without cholecystitis",,,,,
K80.5,"Calculus of bile duct without cholangitis or cholecystitis;Choledocholithiasis unspecified or without cholangitis orcholecystitis; Impacted gallstone of bile duct NOSunspecified or without cholangitis or cholecystitis;Impacted gallstone of common duct unspecified or withoutcholangitis or cholecystitis; Impacted gallstone of hepaticduct unspecified or without cholangitis or cholecystitis;Hepatic cholelithiasis unspecified or without cholangitisorcholecystitis; Hepatic recurrent colic unspecified or withoutcholangitis or cholecystitis",,,,,
K80.8,Other cholelithiasis,,,,,
K82.0,"Obstruction of gallbladder; Occlusion of cystic duct ofgallbladder without calculus; Stenosis of cystic duct orgallbladder without calculus; Stricture of cystic duct orgallbladder without calculus",,,,,
K82.1,Hydrops of gallbladder; Mucocele of gallbladder,,,,,
K82.2,"Perforation of gallbladder; Rupture of cystic duct orgallbladder",,,,,
K82.3,"Fistula of gallbladder; Cholecystocolic fistula;Cholecystoduodenal fistula",,,,,
K82.4,Cholesterolosis of gallbladder; Strawberry gallbladder,,,,,
K82.8,"Other specified diseases of gallbladder; Adhesions of cysticduct or gallbladder; Atrophy of cystic duct or gallbladder;Cyst of cystic duct or gallbladder; Dyskinesia of cystic ductor gallbladder; Hypertrophy of cystic duct or gallbladder;Nonfunctioning of cystic duct or gallbladder; Ulcer of cysticduct or gallbladder",,,,,
K83.0,"Cholangitis; Cholangitis NOS; Ascending cholangitis;Primary cholangitis; Recurrent cholangitis; Sclerosingcholangitis; Secondary cholangitis; Stenosing cholangitis;Suppurative cholangitis",,,,,
K83.1,"Obstruction of bile duct; Occlusion of bile duct withoutcalculus; Stenosis of bile duct without calculus; Stricture ofbile duct without calculus",,,,,
K83.3,Fistula of bile duct; Choledochoduodenal fistula,,,,,
K83.4,Spasm of sphincter of Oddi,,,,,
K83.5,Biliary cyst,,,,,
K83.8,"Other specified diseases of biliary tract; Adhesions of bileduct; Atrophy of bile duct; Hypertrophy of bile duct; Ulcerof bile duct",,,,,
K85,"Acute pancreatitis; Abscess of pancreas; Acute necrosis ofpancreas; Infective necrosis of pancreas; Pancreatitis NOS;Acute recurrent pancreatitis; Haemorrhagic pancreatitis;Subacute pancreatitis; Supparative pancreatitis",,,,,
K85.0,Idiopathic acute pancreatitis,,,,,
K85.1,Biliary acute pancreatitis; Gallstone pancreatitis,,,,,
K85.2,Alcohol-induced acute pancreatitis,,,,,
K85.8,Other acute pancreatitis,,,,,
K85.9,"Acute pancreatitis, unspecified; Other diseases of pancreas",,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
K86.1,"Other chronic pancreatitis; Chronic pancreatitis NOS;Infectious chronic pancreatitis; Recurrent chronicpancreatitis; Relapsing chronic pancreatitis",,,,,
K86.2,Cyst of pancreas,,,,,
K86.3,Pseudocyst of pancreas,,,,,
K86.8,"Other specified diseases of pancreas; Atrophy of pancreas;Calculus of pancreas; Cirrhosis of pancreas; Fibrosis ofpancreas; Pancreatic infantilism; Pancreatic necrosis NOS;Aseptic pancreatic necrosis; Fat necrosis of pancreas",,,,,
I28.8,"Other specified diseases of pulmonary vessels; Rupture ofpulmonary vessel; Stenosis of pulmonary vessel; Strictureof pulmonary vessel",,,,,
I71.0,"Dissection of aorta [anypart]; Dissecting aneurysm of aorta(ruptured) [any part]",,,,,
I71.9,"Aortic aneurysm of unspecified site without mention ofrupture; Aneurysm of aorta; Dilatation of aorta; Hyalinenecrosis of aorta",,,,,
I74.0,"Embolism and thrombosis of abdominal aorta; Aorticbifurcation syndrome; Leriche's syndrome",,,,,
I74.1,"Embolism and thrombosis of other and unspecified parts ofaorta",,,,,
I74.2,Embolism and thrombosis of arteries of upper extremities,,,,,
I74.3,Embolism and thrombosis of arteries of lower extremities,,,,,
I74.4,"Embolism and thrombosis of arteries of extremities,unspecified; Peripheral arterial embolism",,,,,
I74.5,Embolism and thrombosis of iliac artery,,,,,
I74.8,Embolism and thrombosis of other arteries,,,,,
I74.9,Embolism and thrombosis of unspecified artery,,,,,
I77.4,Coeliac artery compression syndrome,,,,,
I77.6,"Arteritis, unspecified; Aortitis NOS; Endarteritis NOS",,,,,
I77.8,Other specified disorders of arteries and arterioles,,,,,
I85.0,Oesophageal varices with bleeding,,,,,
I87.1,"Compression of vein; Stricture of vein; Inferior Vena cavasyndrome; Superior vena cava syndrome",,,,,
H30.1,"Disseminated chorioretinal inflammation; Disseminatedchorioretinitis; Disseminated choroiditis; Disseminatedretinitis;  Disseminated retinochoroiditis",,,,,
H30.8,Other chorioretinal inflammations; Harada's disease,,,,,
H31.3,"Choroidal haemorrhage and rupture; Choroidalhaemorrhage NOS; Choroidal haemorrhage expulsive",,,,,
M80.0,Postmenopausal osteoporosis with pathological fracture,,,,,
M80.1,Postoophorectomy osteoporosis with pathological fracture,,,,,
M80.3,"Postsurgical malabsorption osteoporosis with pathologicalfracture",,,,,
M81.0,Postmenopausal osteoporosis,,,,,
M81.08,Postmenopausal osteoporosis Other,,,,,
M81.1,Postoophorectomy osteoporosis,,,,,
M81.4,Drug-induced osteoporosis,,,,,
M81.40,Drug-induced osteoporosis Multiple site,,,,,
M81.55,Idiopathic osteoporosis Pelvic region and thigh,,,,,
M81.58,Idiopathic osteoporosis Other,,,,,
M81.6,Localized osteoporosis [Lequesne],,,,,
M81.8,Other osteoporosis; Senile osteoporosis,,,,,
M81.88,"Other osteoporosis; Senile osteoporosis  Other, head,neck,ribs,skull,trunk,vertebral column",,,,,
M81.89,Other osteoporosis; Senile osteoporosis  Site unspecified,,,,,
M81.9,"Osteoporosis, unspecified",,,,,
M81.95,"Osteoporosis,  Pelvic region and thigh",,,,,
M81.98,"Osteoporosis, Other",,,,,
M83.2,"Adult osteomalacia due to malabsorption; Postsurgicalmalabsorption osteomalacia in adults",,,,,
M83.4,Aluminium bone disease,,,,,
M83.8,Other adult osteomalacia,,,,,
M83.87,Other adult osteomalacia Ankle and foot,,,,,
M83.89,Other adult osteomalacia Site unspecified,,,,,
M83.9,"Adult osteomalacia, unspecified",,,,,
M83.99,"Adult osteomalacia, unspecified Site unspecified",,,,,
M85.0,Fibrous dysplasia (monostotic),,,,,
M85.1,Skeletal fluorosis Multiple site,,,,,
M85.2,Hyperostosis of skull,,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
M85.55,Aneurysmal bone cyst Pelvic region and thigh,,,,,
M85.6,Other cyst of bone,,,,,
M85.63,Other cyst of bone Forearm,,,,,
M85.65,Other cyst of bone Pelvic region and thigh,,,,,
M85.8,"Other specified disorders of bone density and structure;Hyperostosis of bones, except skull",,,,,
M85.88,"Other specified disorders of bone density and structure;Hyperostosis of bones, except skull  Other",,,,,
M89.38,Hypertrophy of bone Other,,,,,
E75.2,"Other sphingolipidosis;  Fabry(-Anderson) Disease; GaucherDisease; Krabbe Disease; Niemann-Pick Disease; Faber'ssyndrome; Metachromatic leukodystrophy; Sulfatasedeficiency",,,,,
E75.4,"Neuronal ceroid lipofuscinosis; Batten Disease;Bielschowsky-Jansky Disease; Kufs Disease; pielmeyer-VogtDisease",,,,,
E75.5,"Other lipid storage disorders; Cerebrotendinouscholesterosis [van Bogaert-Scherer-Epstein]; Wolman'sdisease",,,,,
E75.6,"Lipid storage disorder, unspecified",,,,,
N95.0,Postmenopausal bleeding,,,,,
E26.0,"Primary hyperaldosteronism; Conn's syndrome;Primary aldosteronism due to adrenal hyperplasia(bilateral)",,,,,
E26.1,Secondary hyperaldosteronism,,,,,
E26.8,Other hyperaldosteronism; Bartter's syndrome,,,,,
E26.9,"Hyperaldosteronism, unspecified; Other disorders ofadrenal gland",,,,,
E27.1,"Primary adrenocortical insufficiency; Addison's disease;Autoimmune adrenalitis",,,,,
E27.2,Addisonian crisis; Adrenal crisis; Adrenocortical crisis,,,,,
E27.3,Drug-induced adrenocortical insufficiency,,,,,
E27.4,"Other and unspecified adrenocortical insufficiency; Adrenalhaemorrhage;  Adrenal infarction;Adrenocortical insufficiency NOS; Hypoaldosteronism",,,,,
E27.8,"Other specified disorders of adrenal gland; Abnormality ofcortisol-binding globulin",,,,,
E70.0,Classical phenylketonuria,,,,,
E70.1,Other hyperphenylalaninaemias,,,,,
E70.2,"Disorders of tyrosine metabolism; Alkaptonuria;Hypertyrosinaemia; Ochronosis; Tyrosinaemia; Tyrosinosis",,,,,
E70.3,"Albinism;  OcularAlbinism; Oculocutaneous AlbinismChediak(-Steinbrinck)-Higashi Syndrome;  Cross Syndrome;Hermansky-Pudlak Syndrome",,,,,
E70.8,"Other disorders of aromatic amino-acid metabolism;Disorders of histidine metabolism;  Disorders of tryptophanmetabolism",,,,,
E71.0,Maple-syrup-urine disease,,,,,
E71.1,"Other disorders of branched-chain amino-acid metabolism;Hyperleucine-isoleucinaemia; Hypervalinaemia; Isovalericacidaemia;Methylmalonic acidaemia; Propionic acidaemia",,,,,
E71.3,"Disorders of fatty-acid metabolism; Adrenoleukodystrophy[Addison-Schilder]; Muscle carnitine palmityltransferasedeficiency",,,,,
E72.0,"Disorders of amino-acid transport; Cystinosis; Cystinuria;Fanconi(-de Toni)(-Debré) syndrome; Hartnup's disease;Lowe's syndrome",,,,,
E72.2,"Disorders of urea cycle metabolism; Argininaemia;Argininosuccinic aciduria; Citrullinaemia;Hyperammonaemia",,,,,
E72.3,"Disorders of lysine and hydroxylysine metabolism / Glutaricaciduria; Hydroxylysinaemia; Hyperlysinaemia",,,,,
E72.5,"Disorders of glycine metabolism;Hyperhydroxyprolinaemia; Hyperprolinaemia (type I) ,Hyperprolinaemia type II; Non-ketotic hyperglycinaemia;Sarcosinaemia",,,,,
E73.0,Congenital lactase deficiency,,,,,
E74.0,"Glycogen storage disease; Cardiac glycogenosis;   AndersenDisease;  Cori Disease; Forbes Disease;  Hers Disease;McArdle Disease; Pompe Disease; Tauri Disease;  vonGierke Disease; Liver phosphorylase deficiency",,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
E74.2,"Disorders of galactose metabolism; Galactokinasedeficiency; Galactosaemia",,,,,
E74.3,"Other disorders of intestinal carbohydrate absorption;Glucose-galactose malabsorption; Sucrase deficiency",,,,,
E74.8,"Other specified disorders of carbohydratemetabolism/Essential pentosuria; Oxalosis; Oxaluria; Renalglycosuria",,,,,
E77.8,Other disorders of glycoprotein metabolism,,,,,
E76.0,"Mucopolysaccharidosis, type I; Hurler  Syndrome; Hurler-Scheie Syndrome;  Scheie Syndrome",,,,,
E76.1,"Mucopolysaccharidosis, type II; Hunter's syndrome",,,,,
E76.2,"Other mucopolysaccharidoses; ß-Glucuronidase deficiency;Mucopolysaccharidosis, type III; Mucopolysaccharidosis IV,Mucopolysaccharidosis VI, Mucopolysaccharidosis VII;Mild Maroteaux-Lamy Syndrome; Severe Maroteaux-LamySyndrome; Morquio-like Syndrome; Morquio-classicsyndrome; Sanfilippo type B syndrome; Sanfilippo type Csyndrome; Sanfilippo type D syndrome",,,,,
E76.3,"Mucopolysaccharidosis, unspecified",,,,,
E76.8,Other disorders of glucosaminoglycan metabolism,,,,,
E78.0,"Pure hypercholesterolaemia; Familialhypercholesterolaemia; Fredrickson'shyperlipoproteinaemia, type Iia;Hyperbetalipoproteinaemia; Hyperlipidaemia, group A; Lowdensity-lipoprotein-type [LDL] hyperlipoproteinaemia",,,,,
E78.1,"Pure hyperglyceridaemia; Endogenous hyperglyceridaemia;Fredrickson's hyperlipoproteinaemia, type IV;Hyperlipidaemia, group B; Hyperprebetalipoproteinaemia';Very-low-density-lipoprotein-type [VLDL]hyperlipoproteinaemia",,,,,
E78.2,"Mixed hyperlipidaemia; Broad- or floating-betalipoproteinaemia; Fredrickson'shyperlipoproteinaemia, type IIb; Fredrickson'shyperlipoproteinaemia type III; Hyperbetalipoproteinaemiawith prebetalipoproteinaemia; Hypercholesterolaemia withendogenous hyperglyceridaemia; Hyperlipidaemia, group C;Tubero-eruptive xanthoma; Xanthoma tuberosum",,,,,
E78.3,"Hyperchylomicronaemia; Fredrickson'shyperlipoproteinaemia, type I; Fredrickson'shyperlipoproteinaemia, type  V; Hyperlipidaemia, group D;Mixed hyperglyceridaemia",,,,,
E78.4,Other hyperlipidaemia; Familial combined hyperlipidaemia,,,,,
E78.6,"Lipoprotein deficiency; Abetalipoproteinaemia;High-density lipoprotein deficiency;Hypoalphalipoproteinaemia; FamilialHypobetalipoproteinaemia; Lecithin cholesterolacyltransferase deficiency; Tangier disease",,,,,
E78.8,Other disorders of lipoprotein metabolism,,,,,
E83.0,"Disorders of copper metabolism; Menkes' kinky hairdisease;  Menkes' steely hair disease; Wilson's disease",,,,,
E83.1,Disorders of iron metabolism; Haemochromatosis,,,,,
E83.2,Disorders of zinc metabolism; Acrodermatitis enteropathica,,,,,
E83.3,"Disorders of phosphorus metabolism; Acid phosphatasedeficiency; Familial hypophosphataemia;Hypophosphatasia;  Vitamin-D-resistant osteomalacia;Vitamin-D-resistant rickets",,,,,
E83.4,"Disorders of magnesium metabolism; Hypermagnesaemia;Hypomagnesaemia",,,,,
E83.5,"Disorders of calcium metabolism; Familial hypocalciurichypercalcaemia; Idiopathic hypercalciuria",,,,,
E83.8,Other disorders of mineral metabolism,,,,,
H05.0,"Acute inflammation of orbit; Abscess of orbit;Cellulitis oforbit; Osteomyelitis of orbit; Periostitis of orbit, Tenonitis oforbit",,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
E80.0,"Hereditary erythropoietic porphyria; Congenitalerythropoietic porphyria; Erythropoietic protoporphyria",,,,,
E80.2,"Other porphyria; Hereditary coproporphyriaPorphyria NOS; Acute intermittent (hepatic) Porphyria",,,,,
E80.4,Gilbert's syndrome,,,,,
E80.5,Crigler-Najjar syndrome,,,,,
E80.6,"Other disorders of bilirubin metabolism; Dubin-Johnsonsyndrome; Rotor's syndrome",,,,,
E79.8,"Other disorders of purine and pyrimidine metabolism;Hereditary xanthinuria",,,,,
E20.0,Idiopathic hypoparathyroidism,,,,,
E20.8,Other hypoparathyroidism,,,,,
E20.9,"Hypoparathyroidism, unspecified; Parathyroid tetany",,,,,
E21.0,"Primary hyperparathyroidism; Hyperplasia of parathyroid;Osteitis fibrosa cystica generalisata [von Recklinghausen'sdisease of bone]",,,,,
E21.4,Other specified disorders of parathyroid gland,,,,,
E21.5,"Disorder of parathyroid gland, unspecified",,,,,
E22.2,"Syndrome of inappropriate secretion of antidiuretichormone",,,,,
E23.0,"Hypopituitarism; Fertile eunuch syndrome;Hypogonadotropic hypogonadism; Idiopathic growthhormone deficiency; Isolated deficiency of gonadotropin;Isolated deficiency of growth hormone; Isolated deficiencyof pituitary hormone; Kallmann's syndrome; Loraine-Levishort stature; Necrosis of pituitary gland(postpartum);Panhypopituitarism; Pituitary cachexia; Pituitaryinsufficiency NOS; Pituitary short stature; Sheehan'ssyndrome; Simmond's disease",,,,,
H43.0,Vitreous prolapse,,,,,
H43.1,Vitreous haemorrhage,,,,,
H44.0,"Purulent endophthalmitis; Panophthalmitis; Vitreousabscess",,,,,
H44.1,"Other endophthalmitis; Parasitic endophthalmitis NOS;Sympathetic uveitis",,,,,
H44.5,"Degenerated conditions of globe; Absolute glaucoma;Atrophy of globe; Phthisis bulbi",,,,,
D65,"Disseminated intravascular coagulation [defibrinationsyndrome]; Acquired Afibrinogenaemia; Consumptioncoagulopathy;  Diffuse or disseminated intravascularcoagulation [DIC] ;  Acquired Fibrinolytic haemorrhage;Fibrinolytic Purpura;  Purpura fulminans;",,,,,
P60,"Disseminated intravascular coagulation of fetus andnewborn; Defibrination syndrome of fetus or newborn",,,,,
M42.1,Adult osteochondrosis of spine,,,,,
M43.02,Spondylolysis cervical region,,,,,
M43.03,Spondylolysis cervicothoracic region,,,,,
M43.04,Spondylolysis thoracic region,,,,,
M43.06,Spondylolysis lumbar region,,,,,
M43.07,Spondylolysis lumbosacral region,,,,,
M43.09,Spondylolysis site unspecified,,,,,
M43.10,Spondylolisthesis Multiple sites in spine,,,,,
M43.12,Spondylolisthesis cervical region,,,,,
M43.15,Spondylolisthesis thoracolumbar region,,,,,
M43.16,Spondylolisthesis lumbar region,,,,,
M43.17,Spondylolisthesis lumbosacral region,,,,,
M43.18,Spondylolisthesis sacral and sacrococcygeal region,,,,,
M43.19,Spondylolisthesis site unspecified,,,,,
M43.22,"Other fusion of spine; Ankylosis of spinal joint cervicalregion",,,,,
M43.26,"Other fusion of spine; Ankylosis of spinal joint lumbarregion",,,,,
M43.27,"Other fusion of spine; Ankylosis of spinal joint lumbosacralregion",,,,,
M43.29,"Other fusion of spine; Ankylosis of spinal joint siteunspecified",,,,,
M43.42,Other recurrent atlantoaxial subluxation cervical region,,,,,
M43.49,Other recurrent atlantoaxial subluxation site unspecified,,,,,
M43.60,Torticollis Multiple sites in spine,,,,,
M43.62,Torticollis cervical region,,,,,
M43.64,Torticollis thoracic region,,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
M43.68,Torticollis sacral and sacrococcygeal region,,,,,
M43.69,Torticollis site unspecified,,,,,
M43.8,Other specified deforming dorsopathies,,,,,
M43.82,Other specified deforming dorsopathies cervical region,,,,,
M43.85,"Other specified deforming dorsopathies thoracolumbarregion",,,,,
M43.86,Other specified deforming dorsopathies lumbar region,,,,,
M43.87,Other specified deforming dorsopathies lumbosacral region,,,,,
M43.88,"Other specified deforming dorsopathies sacral andsacrococcygeal region",,,,,
M43.89,Other specified deforming dorsopathies site unspecified,,,,,
M43.9,"Deforming dorsopathy, unspecified; Curvature of spineNOS",,,,,
M43.94,"Deforming dorsopathy, unspecified; Curvature of spineNOS  thoracic region",,,,,
M43.95,"Deforming dorsopathy, unspecified; Curvature of spineNOS  thoracolumbar region",,,,,
M43.96,"Deforming dorsopathy, unspecified; Curvature of spineNOS  lumbar region",,,,,
M43.97,"Deforming dorsopathy, unspecified; Curvature of spineNOS  lumbosacral region",,,,,
M43.99,"Deforming dorsopathy, unspecified; Curvature of spineNOS  site unspecified",,,,,
M53.0,"Cervicocranial syndrome; Posterior cervical sympatheticsyndrome",,,,,
M53.1,Cervicobrachial syndrome,,,,,
M53.12,Cervicobrachial syndrome  cervical region,,,,,
M53.19,Cervicobrachial syndrome  site unspecified,,,,,
M53.2,Spinal instabilities,,,,,
M53.22,Spinal instabilities  cervical region,,,,,
M53.24,Spinal instabilities  thoracic region,,,,,
M53.26,Spinal instabilities  lumbar region,,,,,
M53.27,Spinal instabilities  lumbosacral region,,,,,
M53.28,Spinal instabilities  sacral and sacrococcygeal region,,,,,
M53.29,Spinal instabilities  site unspecified,,,,,
M53.3,Coccygodynia,,,,,
M53.38,Coccygodynia sacral and sacrococcygeal region,,,,,
M53.8,Other specified dorsopathies,,,,,
M53.86,Other specified dorsopathies  lumbar region,,,,,
M53.87,Other specified dorsopathies  lumbosacral region,,,,,
M53.89,Other specified dorsopathies  site unspecified,,,,,
M53.9,"Dorsopathy, unspecified",,,,,
M53.92,"Dorsopathy, unspecified  cervical region",,,,,
M53.95,"Dorsopathy, unspecified  thoracolumbar region",,,,,
M54,Dorsalgia,,,,,
T75.1,"Drowning and nonfatal submersion; Immersion; Swimmer'scramp",,,,,
O00.0,Abdominal pregnancy,,,,,
O00.1,"Tubal pregnancy; Fallopian pregnancy; Rupture of fallopiantube due to pregnancy; Tubal abortion",,,,,
O00.2,Ovarian pregnancy,,,,,
O00.8,"Other ectopic pregnancy; Cervical pregnancy; Cornualpregnancy; Intraligamentous pregnancy; Mural pregnancy",,,,,
O00.9,"Ectopic pregnancy, unspecified",,,,,
O36.7,Maternal care for viable fetus in abdominal pregnancy,,,,,
T75.0,"Effects of lightning; Shock from lightning; Struck bylightning NOS",,,,,
T75.4,"Effects of electric current; Electrocution; Shock fromelectric current",,,,,
J43.0,"MacLeod's syndrome; Unilateral emphysema; Unilateraltransparency of lung",,,,,
J43.1,Panlobular emphysema; Panacinar emphysema,,,,,
J43.2,Centrilobular emphysema,,,,,
J43.8,Other emphysema,,,,,
J43.9,"Emphysema, unspecified; Lung emphysema NOS;Pulmonary emphysema NOS; Bullous lung emphysema;Bullous pulmonary emphysema; Vesicular lungemphysema; Vesucular pulmonary emphysema;Emphysematous bleb",,,,,
J98.2,Interstitial emphysema; Mediastinal emphysema,,,,,
J98.3,Compensatory emphysema,,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
G92,Toxic encephalopathy,,,,,
G93.1,"Anoxic brain damage, not elsewhere classified",,,,,
I67.4,Hypertensive encephalopathy,,,,,
N80.0,Endometriosis of uterus; Adenomyosis,,,,,
N80.1,Endometriosis of ovary,,,,,
N80.2,Endometriosis of fallopian tube,,,,,
N80.3,Endometriosis of pelvic peritoneum,,,,,
N80.4,Endometriosis of rectovaginal septum and vagina,,,,,
N80.5,Endometriosis of intestine,,,,,
N80.8,Other endometriosis; Endometriosis of thorax,,,,,
N80.9,"Endometriosis, unspecified",,,,,
J05.1,Acute epiglottitis; Epiglottitis NOS,,,,,
G40.0,"Localization-related focal idiopathic epilepsy and epilepticsyndromes with seizures of localized onset; Localization-related partial idiopathic epilepsy and epileptic syndromeswith seizures of localized onset; Benign childhood epilepsywith centrotemporal EEG spikes;Childhood epilepsy withoccipital EEG paroxysms",,,,,
G40.1,"Localization-related focal symptomatic epilepsy andepileptic syndromes with simple partial seizures;Localization-related partial symptomatic epilepsy andepileptic syndromes with simple partial seizures; Attackswithout alteration of consciousness ; Simple partial seizuresdeveloping into secondarily generalized seizures",,,,,
G40.2,"Localization-related focal symptomatic epilepsy andepileptic syndromes with complex partial seizures;Localization-related partial symptomatic epilepsy andepileptic syndromes with complex partial seizures;  Attackswith alteration of consciousness, often with automatisms.Complex partial seizures developing into secondarilygeneralized seizures",,,,,
G40.3,"Generalized idiopathic epilepsy and epileptic syndromes;Benign myoclonic epilepsy in infancy; Benign  familialneonatal convulsions; Childhood absence epilepsy[pyknolepsy]; Epilepsy with grand mal seizures onawakening; Juvenile absence epilepsy; Juvenile absenceepilepsy; Juvenile myoclonic epilepsy impulsive petit mal);Nonspecific atonic epileptic seizures; Nonspecific clonicepileptic seizures; Nonspecific myoclonic epileptic seizures;nonspecific tonic epileptic seizures; Nonspecific tonic-clonicepileptic seizures",,,,,
G40.4,"Other generalized epilepsy and epileptic syndromes;Epilepsy with myoclonic absences; Epilepsy with myoclonic-astatic seizures; Infantile spasms; Lennox-Gastautsyndrome; Salaam attacks; Symptomatic early myoclonic;Encephalopathy; West's syndrome",,,,,
G40.5,"Special epileptic syndromes; Epilepsia partialis continua[Kozhevnikof]; Epileptic seizures related to alcohol;Epileptic seizures related to drugs; Epileptic seizures relatedto hormonal changes; Epileptic seizures related to sleepdeprivation; Epileptic seizures related to stress",,,,,
G40.6,"Grand mal seizures, unspecified (with or without petit mal)",,,,,
G40.7,"Petit mal, unspecified, without grand mal seizures",,,,,
G40.8,"Other epilepsy; Epilepsies and epileptic syndromesundetermined as to whether they are focal or generalized",,,,,
G40.9,"Epilepsy, unspecified; Epileptic convulsions NOS; Epilepticfits NOS; Epileptic seizures NOS",,,,,
G21.0,Malignant neuroleptic syndrome,,,,,
G21.1,Other drug-induced secondary parkinsonism,,,,,
G21.8,Other secondary parkinsonism,,,,,
G21.9,"Secondary parkinsonism, unspecified",,,,,
G23.0,"Hallervorden-Spatz disease; Pigmentary pallidaldegeneration",,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
G23.8,"Other specified degenerative diseases of basal ganglia;Calcification of basal ganglia; Neurogenic orthostatichypotension [Shy-Drager}",,,,,
G23.9,"Degenerative disease of basal ganglia, unspecified",,,,,
G24.0,Carcinomatous neuromyopathy in Drug-induced dystonia,,,,,
G24.1,Idiopathic familial dystonia; Idiopathic dystonia NOS,,,,,
G24.3,Spasmodic torticollis,,,,,
G24.4,Idiopathic orofacial dystonia; Orofacial dyskinesia,,,,,
G24.8,Other dystonia,,,,,
G24.9,"Dystonia, unspecified; Dyskinesia NOS",,,,,
G25.3,Myoclonus; Drug-induced myoclonus,,,,,
G25.5,Other chorea; Chorea NOS,,,,,
G25.8,"Other specified extrapyramidal and movement disorders;Akathisia (drug-induced) (treatment-induced) Restless legssyndrome; Stiff-man syndrome",,,,,
G25.9,"Extrapyramidal and movement disorder, unspecified",,,,,
R56.0,Febrile convulsions,,,,,
R56.8,"Other and unspecified convulsions; Fit NOS; Seizure(convulsive) NOS",,,,,
P92.1,Regurgitation and rumination in newborn,,,,,
P92.2,Slow feeding of newborn,,,,,
P92.4,Overfeeding of newborn,,,,,
P92.8,Other feeding problems of newborn,,,,,
P92.9,"Feeding problem of newborn, unspecified",,,,,
R50.9,"Fever, unspecified; Hyperpyrexia NOS; Pyrexia NOS",,,,,
E87.0,"Hyperosmolality and hypernatraemia; Sodium [Na] excess;Sodium [Na] overload",,,,,
E87.1,Hypo-osmolality and hyponatraemia,,,,,
E87.2,"Acidosis; Acidosis NOS; Lactic Acidosis; Metabolic Acidosis;Respiratory Acidosis",,,,,
E87.3,"Alkalosis; Alkalosis NOS; Metabolic Alkalosis; RespiratoryAlkalosis",,,,,
E87.4,Mixed disorder of acid-base balance,,,,,
E87.5,"Hyperkalaemia; Potassium [K] excess; Potassium [K]overload",,,,,
E87.6,Hypokalaemia; Potassium [K] deficiency,,,,,
E87.7,Fluid overload,,,,,
E87.8,"Other disorders of electrolyte and fluid balance, notelsewhere classified; Electrolyte imbalance NOS;Hyperchloraemia; Hypochloraemia; Other metabolicdisordersElectrolyte abnormality",,,,,
S22.00,"Fracture of thoracic vertebra; Fracture of thoracic spineNOS (closed)",,,,,
S22.10,Multiple fractures of thoracic spine (closed),,,,,
S22.2,Fracture of sternum,,,,,
S22.20,Fracture of sternum (closed),,,,,
S22.3,Fracture of rib,,,,,
S22.30,Fracture of rib  (closed),,,,,
S22.31,Fracture of rib (open),,,,,
S22.4,Multiple fractures of ribs,,,,,
S22.40,Multiple fractures of ribs (closed),,,,,
S22.41,Multiple fractures of ribs (open),,,,,
S22.80,Fracture of other parts of bony thorax  (closed),,,,,
S22.90,"Fracture of bony thorax, part unspecified (closed)",,,,,
J85.0,Gangrene and necrosis of lung,,,,,
L88,"Pyoderma gangrenosum; Dermatitis gangrenosa;Phagedenic pyoderma",,,,,
R02,"Gangrene, not elsewhere classified",,,,,
K21.0,"Gastro-oesophageal reflux disease with oesophagitis;Reflux oesophagitis",,,,,
K21.9,"Gastro-oesophageal reflux disease without oesophagitis;Oesophageal reflux NOS",,,,,
P76.0,Meconium plug syndrome,,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
P76.8,Other specified intestinal obstruction of newborn,,,,,
P76.9,"Intestinal obstruction of newborn, unspecified",,,,,
P77,Necrotizing enterocolitis of fetus and newborn,,,,,
P78.0,Perinatal intestinal perforation; Meconium peritonitis,,,,,
