code,Description,,,
27429,"LIGAMENTOUS RECONSTRUCTION (AUGMENTATION), KNEE;INTRA-ARTICULAR (OPEN) AND EXTRA-ARTICULAR",,,
27430,QUADRICEPSPLASTY (BENNETT OR THOMPSON TYPE),,,
27435,"CAPSULOTOMY, KNEE, POSTERIOR CAPSULAR RELEASE",,,
27437,"ARTHROPLASTY, PATELLA; W/O PROSTHESIS",,,
27438,"ARTHROPLASTY, PATELLA; W/ PROSTHESIS",,,
27440,"ARTHROPLASTY, KNEE, TIBIAL PLATEAU;",,,
27441,"ARTHROPLASTY, KNEE, TIBIAL PLATEAU; W/ DEBRIDEMENT ANDPARTIAL SYNOVECTOMY",,,
27442,"ARTHROPLASTY, KNEE, FEMORAL CONDYLES OR TIBIALPLATEAUS;",,,
27443,"ARTHROPLASTY, KNEE, FEMORAL CONDYLES OR TIBIALPLATEAUS; W/ DEBRIDEMENT AND PARTIAL SYNOVECTOMY",,,
27445,"ARTHROPLASTY, KNEE, CONSTRAINED PROSTHESIS (E.G.,WALLDIUS TYPE)",,,
27446,"ARTHROPLASTY, KNEE, CONDYLE AND PLATEAU; MEDIAL ORLATERAL COMPARTMENT",,,
27447,"ARTHROPLASTY, KNEE, CONDYLE AND PLATEAU; MEDIAL ANDLATERAL COMPARTMENTS W/ OR W/O PATELLA RESURFACING(""TOTAL KNEE REPLACEMENT"")",,,
27448,"OSTEOTOMY, FEMUR, SHAFT OR SUPRACONDYLAR; W/O FIXATION",,,
27450,"OSTEOTOMY, FEMUR, SHAFT OR SUPRACONDYLAR; W/ FIXATION",,,
27454,"OSTEOTOMY, MULTIPLE, FEMORAL SHAFT, W/ REALIGNMENT ONINTRAMEDULLARY ROD (SOFIELD TYPE PROCEDURE)",,,
27455,"OSTEOTOMY, PROXIMAL TIBIA, INCLUDING FIBULAR EXCISION OROSTEOTOMY (INCLUDES CORRECTION OF GENU VARUS (BOWLEG)OR GENU VALGUS (KNOCK-KNEE)); BEFORE EPIPHYSEAL CLOSURE",,,
27457,"OSTEOTOMY, PROXIMAL TIBIA, INCLUDING FIBULAR EXCISION OROSTEOTOMY (INCLUDES CORRECTION OF GENU VARUS (BOWLEG)OR GENU VALGUS (KNOCK-KNEE)); AFTER EPIPHYSEAL CLOSURE",,,
27465,"OSTEOPLASTY, FEMUR; SHORTENING (EXCLUDING 64876)",,,
27466,"OSTEOPLASTY, FEMUR; LENGTHENING",,,
27468,"OSTEOPLASTY, FEMUR; COMBINED, LENGTHENING ANDSHORTENING W/ FEMORAL SEGMENT TRANSFER",,,
27470,"REPAIR, NONUNION OR MALUNION, FEMUR, DISTAL TO HEAD ANDNECK; W/O GRAFT (E.G., COMPRESSION TECHNIQUE)",,,
27472,"REPAIR, NONUNION OR MALUNION, FEMUR, DISTAL TO HEAD ANDNECK; W/ ILIAC OR OTHER AUTOGENOUS BONE GRAFT (INCLUDESOBTAINING GRAFT)",,,
27475,"EPIPHYSEAL ARREST BY EPIPHYSIODESIS OR STAPLING; DISTALFEMUR",,,
27477,"EPIPHYSEAL ARREST BY EPIPHYSIODESIS OR STAPLING; TIBIA ANDFIBULA, PROXIMAL",,,
27479,"EPIPHYSEAL ARREST BY EPIPHYSIODESIS OR STAPLING;COMBINED DISTAL FEMUR, PROXIMAL TIBIA AND FIBULA",,,
27485,"ARREST, HEMIEPIPHYSEAL, DISTAL FEMUR OR PROXIMAL LEG(E.G., FOR GENU VARUS OR VALGUS)",,,
27486,"REVISION OF TOTAL KNEE ARTHROPLASTY, W/ OR W/OALLOGRAFT; ONE COMPONENT",,,
27487,"REVISION OF TOTAL KNEE ARTHROPLASTY, W/ OR W/OALLOGRAFT; ALL COMPONENTS",,,
27488,"REMOVAL OF KNEE PROSTHESIS, INCLUDING ""TOTAL KNEE""METHYLMETHACRYLATE AND INSERTION OF SPACER, WHENAPPLICABLE",,,
27495,"PROPHYLACTIC TREATMENT (NAILING, PINNING, PLATING ORWRITING) W/ OR W/O METHYLMETHACRYLATE, FEMUR",,,
27496,"DECOMPRESSION FASCIOTOMY, THIGH AND/OR KNEE, ONECOMPARTMENT (FLEXOR OR EXTENSOR OR ADDUCTOR);",,,
27497,"DECOMPRESSION FASCIOTOMY, THIGH AND/OR KNEE, ONECOMPARTMENT (FLEXOR OR EXTENSOR OR ADDUCTOR); W/DEBRIDEMENT OF NONVIABLE MUSCLE AND/OR NERVE",,,
27498,"DECOMPRESSION FASCIOTOMY, THIGH AND/OR KNEE, MULTIPLECOMPARTMENTS;",,,
27499,"DECOMPRESSION FASCIOTOMY, THIGH AND/OR KNEE, MULTIPLECOMPARTMENTS; W/ DEBRIDEMENT OF NONVIABLE MUSCLEAND/OR NERVE",,,
27501,"CLOSED TREATMENT OF SUPRACONDYLAR OR TRANSCONDYLARFEMORAL FRACTURE W/ OR W/O INTERCONDYLAR EXTENSION",,,
RVS Code,Description,,,
,,,,
27503,"CLOSED TREATMENT OF SUPRACONDYLAR OR TRANSCONDYLARFEMORAL FRACTURE W/ OR W/O INTERCONDYLAR EXTENSION,W/ OR W/O SKIN OR SKELETAL TRACTION",,,
27506,"OPEN TREATMENT OF FEMORAL SHAFT FRACTURE, W/ OR W/OEXTERNAL FIXATION, W/ INSERTION OF INTRAMEDULLARYIMPLANT, W/ OR W/O CERCLAGE AND/OR LOCKING SCREWS",,,
27507,"OPEN TREATMENT OF FEMORAL SHAFT FRACTURE W/PLATE/SCREWS, W/ OR W/O CERCLAGE",,,
27509,"PERCUTANEOUS SKELETAL FIXATION OF FEMORAL FRACTURE,DISTAL END, MEDIAL OR LATERAL CONDYLE, OR SUPRACONDYLAROR TRANSCONDYLAR, W/ OR W/O INTERCONDYLAR EXTENSION,OR DISTAL  FEMORAL EPIPHYSEAL SEPARATION",,,
27510,"CLOSED TREATMENT OF FEMORAL FRACTURE, DISTAL END,MEDIAL OR LATERAL CONDYLE",,,
27511,"OPEN TREATMENT OF FEMORAL SUPRACONDYLAR ORTRANSCONDYLAR FRACTURE W/O INTERCONDYLAR EXTENSION,W/ OR W/O INTERNAL OR EXTERNAL FIXATION",,,
27513,"OPEN TREATMENT OF FEMORAL SUPRACONDYLAR ORTRANSCONDYLAR FRACTURE W/ INTERCONDYLAR EXTENSION, W/OR W/O INTERNAL OR EXTERNAL FIXATION",,,
27514,"OPEN TREATMENT OF FEMORAL FRACTURE, DISTAL END, MEDIALOR LATERAL CONDYLE, W/ OR W/O INTERNAL OR EXTERNALFIXATION",,,
27516,"CLOSED TREATMENT OF DISTAL FEMORAL EPIPHYSEALSEPARATION",,,
27519,"OPEN TREATMENT OF DISTAL FEMORAL EPIPHYSEALSEPARATION, W/ OR W/O INTERNAL OR EXTERNAL FIXATION",,,
27520,CLOSED TREATMENT OF PATELLAR FRACTURE,,,
27524,"OPEN TREATMENT OF PATELLAR FRACTURE, W/ INTERNALFIXATION AND/OR PARTIAL OR COMPLETE PATELLECTOMY ANDSOFT TISSUE REPAIR",,,
27530,"CLOSED TREATMENT OF TIBIAL FRACTURE, PROXIMAL (PLATEAU)",,,
27535,"OPEN TREATMENT OF TIBIAL FRACTURE, PROXIMAL (PLATEAU);UNICONDYLAR, W/ OR W/O INTERNAL OR EXTERNAL FIXATION",,,
27536,"OPEN TREATMENT OF TIBIAL FRACTURE, PROXIMAL (PLATEAU);BICONDYLAR, W/ OR W/O INTERNAL FIXATION",,,
27538,"CLOSED TREATMENT OF INTERCONDYLAR SPINE(S) AND/ORTUBEROSITY FRACTURE(S) OF KNEE",,,
27540,"OPEN TREATMENT OF INTERCONDYLAR SPINE(S) AND/ORTUBEROSITY FRACTURE(S) OF THE KNEE, W/ OR W/O INTERNALOR EXTERNAL FIXATION",,,
27550,CLOSED TREATMENT OF KNEE DISLOCATION,,,
27556,"OPEN TREATMENT OF KNEE DISLOCATION, W/ OR W/O INTERNALOR EXTERNAL FIXATION; W/O PRIMARY LIGAMENTOUS REPAIROR AUGMENTATION/RECONSTRUCTION",,,
27557,"OPEN TREATMENT OF KNEE DISLOCATION, W/ OR W/O INTERNALOR EXTERNAL FIXATION; W/ PRIMARY LIGAMENTOUS REPAIR",,,
27558,"OPEN TREATMENT OF KNEE DISLOCATION, W/ OR W/O INTERNALOR EXTERNAL FIXATION; W/ PRIMARY LIGAMENTOUS REPAIR, W/AUGMENTATION/RECONSTRUCTION",,,
27560,CLOSED TREATMENT OF PATELLAR DISLOCATION,,,
27566,"OPEN TREATMENT OF PATELLAR DISLOCATION, W/ OR W/OPARTIAL OR TOTAL PATELLECTOMY",,,
27580,"FUSION OF KNEE, ANY TECHNIQUE",,,
27590,"AMPUTATION, THIGH, THROUGH FEMUR, ANY LEVEL;",,,
27591,"AMPUTATION, THIGH, THROUGH FEMUR, ANY LEVEL; IMMEDIATEFITTING TECHNIQUE INCLUDING FIRST CAST",,,
27592,"AMPUTATION, THIGH, THROUGH FEMUR, ANY LEVEL; OPEN,CIRCULAR (GUILLOTINE)",,,
27594,"AMPUTATION, THIGH, THROUGH FEMUR, ANY LEVEL; SECONDARYCLOSURE OR SCAR REVISION",,,
27596,"AMPUTATION, THIGH, THROUGH FEMUR, ANY LEVEL; RE-AMPUTAION",,,
27598,DISARTICULATION AT KNEE,,,
27600,"DECOMPRESSION FASCIOTOMY, LEG; ANTERIOR AND/OR LATERALCOMPARTMENTS ONLY",,,
27601,"DECOMPRESSION FASCIOTOMY, LEG; POSTERIORCOMPARTMENTS(S) ONLY",,,
27602,"DECOMPRESSION FASCIOTOMY, LEG; ANTERIOR AND/ORLATERAL, AND POSTERIOR COMPARTMENT(S)",,,
27603,"INCISION AND DRAINAGE, LEG OR ANKLE; DEEP ABSCESS ORHEMATOMA",,,
27604,"INCISION AND DRAINAGE, LEG OR ANKLE; INFECTED BURSA",,,
27605,"TENOTOMY, ACHILLES TENDON, SUBCUTANEOUS ; LOCALANESTHESIA;",,,
RVS Code,Description,,,
,Case Rate,,,
27607,"INCISION, DEEP, W/ OPENING OF BONE CORTEX (E.G., FOROSTEOMYELITIS OR BONE ABSCESS), LEG OR ANKLE",,,
27610,"ARTHROTOMY, ANKLE, FOR INFECTION, W/ EXPLORATION,DRAINAGE, OR REMOVAL OF FOREIGN BODY",,,
27612,"ARTHROTOMY, ANKLE, POSTERIOR CAPSULAR RELEASE, W/ ORW/O ACHILLES TENDON LENGTHENING",,,
27613,"BIOPSY, SOFT TISSUE OF LEG OR ANKLE AREA",,,
27615,"RADICAL RESECTION OF TUMOR (E.G., MALIGNANT NEOPLASM),SOFT TISSUE OF LEG OR ANKLE AREA",,,
27618,"EXCISION, TUMOR, LEG OR ANKLE AREA; SUBCUTANEOUS",,,
27619,"EXCISION, TUMOR, LEG OR ANKLE AREA; DEEP, SUBFASCIAL ORINTRAMUSCULAR",,,
27620,"ARTHROTOMY, ANKLE, W/ JOINT EXPLORATION, W/ OR W/OBIOPSY, W/ OR W/O REMOVAL OF LOOSE OR FOREIGN BODY",,,
27625,"ARTHROTOMY, ANKLE, W/ SYNOVECTOMY;",,,
27626,"ARTHROTOMY, ANKLE, W/ SYNOVECTOMY; INCLUDINGTENOSYNOVECTOMY",,,
27630,"EXCISION OF LESION OF TENDON SHEATH OR CAPSULE (E.G., CYSTOR GANGLION), LEG AND/OR ANKLE",,,
27635,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR,TIBIA OR FIBULA;",,,
27637,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR,TIBIA OR FIBULA; W/ AUTOGRAFT(INCLUDES OBTAINING GRAFT)",,,
27638,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR,TIBIA OR FIBULA; W/ ALLOGRAFT",,,
27640,"PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, ORDIAPHYSECTOMY) OF BONE (E.G., FOR OSTEOMYELITIS OREXOSTOSIS); TIBIA",,,
27641,"PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, ORDIAPHYSECTOMY) OF BONE (E.G., FOR OSTEOMYELITIS OREXOSTOSIS); FIBULA",,,
27645,"RADICAL RESECTION OF TUMOR, BONE; TIBIA",,,
27646,"RADICAL RESECTION OF TUMOR, BONE; FIBULA",,,
27647,"RADICAL RESECTION OF TUMOR, BONE; TALUS OR CALCANEUS",,,
27650,"REPAIR, PRIMARY, OPEN OR PERCUTANEOUS, RUPTUREDACHILLES TENDON;",,,
27652,"REPAIR, PRIMARY, OPEN OR PERCUTANEOUS, RUPTUREDACHILLES TENDON; W/ GRAFT (INCLUDES OBTAINING GRAFT)",,,
27654,"REPAIR, SECONDARY, RUPTURED ACHILLES TENDON, W/ OR W/OGRAFT",,,
27656,"REPAIR, FASCIAL DEFECT OF LEG",,,
27658,"REPAIR OR SUTURE OF FLEXOR TENDON OF LEG; PRIMARY, W/OGRAFT, SINGLE, EACH",,,
27659,"REPAIR OR SUTURE OF FLEXOR TENDON OF LEG; SECONDARY W/OR W/O GRAFT, SINGLE TENDON, EACH",,,
27664,"REPAIR OR SUTURE OF EXTENSOR TENDON OF LEG; PRIMARY,W/O GRAFT, SINGLE, EACH",,,
27665,"REPAIR OR SUTURE OF EXTENSOR TENDON OF LEG; SECONDARYW/ OR W/O GRAFT, SINGLE TENDON, EACH",,,
27675,"REPAIR FOR DISLOCATING PERONEAL TENDONS; W/O FIBULAROSTEOTOMY",,,
27676,"REPAIR FOR DISLOCATING PERONEAL TENDONS; W/ FIBULAROSTEOTOMY",,,
27680,"TENOLYSIS, INCLUDING TIBIA, FIBULA, AND ANKLE FLEXOR;SINGLE",,,
27681,"TENOLYSIS, INCLUDING TIBIA, FIBULA, AND ANKLE FLEXOR;MULTIPLE (THROUGH SAME INCISION), EACH",,,
27685,"LENGTHENING OR SHORTENING OF TENDON, LEG OR ANKLE;SINGLE",,,
27686,"LENGTHENING OR SHORTENING OF TENDON, LEG OR ANKLE;MULTIPLE (THROUGH SAME INCISION), EACH",,,
27687,"GASTROCNEMIUS RECESSION (E.G., STRAYER PROCEDURE)",,,
27690,"TRANSFER OR TRANSPLANT OF SINGLE TENDON (W/ MUSCLEREDIRECTION OR REROUTING); SUPERFICIAL (E.G., ANTERIORTIBIAL EXTENSORS INTO MIDFOOT)",,,
27692,"TRANSFER OR TRANSPLANT OF SINGLE TENDON (W/ MUSCLEREDIRECTION OR REROUTING); EACH ADDITIONAL TENDON",,,
27695,"SUTURE, PRIMARY, TORN, RUPTURED OR SEVERED LIGAMENT,ANKLE; COLLATERAL",,,
27696,"SUTURE, PRIMARY, TORN, RUPTURED OR SEVERED LIGAMENT,ANKLE; BOTH COLLATERAL LIGAMENTS",,,
27698,"SUTURE, SECONDARY REPAIR, TORN, RUPTURED OR SEVEREDLIGAMENT, ANKLE, COLLATERAL (WATSON-JONES PROCEDURE)",,,
27700,"ARTHROPLASTY, ANKLE;",,,
27702,"ARTHROPLASTY, ANKLE; W/ IMPLANT (""TOTAL ANKLE"")",,,
27703,"ARTHROPLASTY, ANKLE; SECONDARY RECONSTRUCTION, TOTALANKLE",,,
27704,REMOVAL OF ANKLE IMPLANT,,,
27705,OSTEOTOMY; TIBIA,,,
27707,OSTEOTOMY; FIBULA,,,
27709,OSTEOTOMY; TIBIA AND FIBULA,,,
RVS Code,Description,,,
,,,,
27715,"OSTEOPLASTY, TIBIA AND FIBULA, LENGTHENING",,,
27720,"REPAIR OF NONUNION OR MALUNION, TIBIA; W/O GRAFT, (E.G.,COMPRESSION TECHNIQUE)",,,
27722,"REPAIR OF NONUNION OR MALUNION, TIBIA; W/ SLIDING GRAFT",,,
27724,"REPAIR OF NONUNION OR MALUNION, TIBIA; W/ ILIAC OR OTHERAUTOGRAFT (INCLUDES OBTAINING GRAFT)",,,
27725,"REPAIR OF NONUNION OR MALUNION, TIBIA; BY SYNOSTOSIS, W/FIBULA, ANY METHOD",,,
27727,"REPAIR OF CONGENITAL PSEUDARTHROSIS, TIBIA",,,
27730,"EPIPHYSEAL ARREST BY EPIPHYSIODESIS OR STAPLING; DISTALTIBIA",,,
27732,"EPIPHYSEAL ARREST BY EPIPHYSIODESIS OR STAPLING; DISTALFIBULA",,,
27734,"EPIPHYSEAL ARREST BY EPIPHYSIODESIS OR STAPLING; DISTALTIBIA AND FIBULA",,,
27740,"EPIPHYSEAL ARREST BY EPIPHYSIODESIS OR STAPLING,COMBINED, PROXIMAL AND DISTAL TIBIA AND FIBULA;",,,
27742,"EPIPHYSEAL ARREST BY EPIPHYSIODESIS OR STAPLING,COMBINED, PROXIMAL AND DISTAL TIBIA AND FIBULA; ANDDISTAL FEMUR",,,
27745,"PROPHYLACTIC TREATMENT (NAILING, PINNING, PLATING ORWIRING) W/ OR W/O METHYLMETHACRYLATE, TIBIA",,,
27750,"CLOSED TREATMENT OF TIBIAL SHAFT FRACTURE (W/ OR W/OFIBULAR FRACTURE)",,,
27752,"CLOSED TREATMENT OF TIBIAL SHAFT FRACTURE (WITH ORWITHOUT FIBULAR FRACTURE); WITH MANIPULATION, WITH ORWITHOUT SKELETAL TRACTION",,,
27756,"PERCUTANEOUS SKELETAL FIXATION OF TIBIAL SHAFT FRACTURE(W/ OR W/O FIBULAR FRACTURE) (E.G., PINS OR SCREWS)",,,
27758,"OPEN TREATMENT OF TIBIAL SHAFT FRACTURE (W/ OR W/OFIBULAR FRACTURE) W/ PLATE/SCREWS, W/ OR W/O CERCLAGE",,,
27759,"OPEN TREATMENT OF TIBIAL SHAFT FRACTURE (W/ OR W/OFIBULAR FRACTURE) BY INTRAMEDULLARY IMPLANT, W/ OR W/OINTERLOCKING SCREWS AND/OR CERCLAGE",,,
27760,CLOSED TREATMENT OF MEDIAL MALLEOLUS FRACTURE,,,
27766,"OPEN TREATMENT OF MEDIAL MALLEOLUS FRACTURE, W/ ORW/O INTERNAL OR EXTERNAL FIXATION",,,
27780,CLOSED TREATMENT OF PROXIMAL FIBULA OR SHAFT FRACTURE,,,
27784,"OPEN TREATMENT OF PROXIMAL FIBULA OR SHAFT FRACTURE,W/ OR W/O INTERNAL OR EXTERNAL FIXATION",,,
27786,"CLOSED TREATMENT OF DISTAL FIBULAR FRACTURE (LATERALMALLEOLUS)",,,
27792,"OPEN TREATMENT OF DISTAL FIBULAR FRACTURE (LATERALMALLEOLUS), W/ OR W/O INTERNAL OR EXTERNAL FIXATION W/OMANIPULATION",,,
27808,"CLOSED TREATMENT OF BIMALLEOLAR ANKLE FRACTURE,(INCLUDING POTTS)",,,
27814,"OPEN TREATMENT OF BIMALLEOLAR ANKLE FRACTURE, W/ ORW/O INTERNAL OR EXTERNAL FIXATION",,,
27816,CLOSED TREATMENT OF TRIMALLEOLAR ANKLE FRACTURE,,,
27822,"OPEN TREATMENT OF TRIMALLEOLAR ANKLE FRACTURE, W/ ORW/O INTERNAL OR EXTERNAL FIXATION, MEDIAL AND/ORLATERAL MALLEOLUS; W/O FIXATION OF POSTERIOR LIP",,,
27823,"OPEN TREATMENT OF TRIMALLEOLAR ANKLE FRACTURE, W/ ORW/O INTERNAL OR EXTERNAL FIXATION, MEDIAL AND/ORLATERAL MALLEOLUS; W/ FIXATION OF POSTERIOR LIP",,,
27824,"CLOSED TREATMENT OF FRACTURE OF WEIGHT BEARINGARTICULAR PORTION OF DISTAL TIBIA (E.G., PILON OR TIBIALPLAFOND)",,,
27826,"OPEN TREATMENT OF FRACTURE OF WEIGHT BEARINGARTICULAR SURFACE/PORTION OF DISTAL TIBIA (E.G., PILON ORTIBIAL PLAFOND), W/ INTERNAL OR EXTERNAL FIXATION; OFFIBULA ONLY",,,
27827,"OPEN TREATMENT OF FRACTURE OF WEIGHT BEARINGARTICULAR SURFACE/PORTION OF DISTAL TIBIA (E.G., PILON ORTIBIAL PLAFOND), W/ INTERNAL OR EXTERNAL FIXATION; OFTIBIA ONLY",,,
27828,"OPEN TREATMENT OF FRACTURE OF WEIGHT BEARINGARTICULAR SURFACE/PORTION OF DISTAL TIBIA (E.G., PILON ORTIBIAL PLAFOND), W/ INTERNAL OR EXTERNAL FIXATION; OFBOTH TIBIA AND FIBULA",,,
27829,"OPEN TREATMENT OF DISTAL TIBIOFIBULAR JOINT(SYNDESMOSIS) DISRUPTION, W/ OR W/O INTERNAL OREXTERNAL FIXATION",,,
27830,"CLOSED TREATMENT OF PROXIMAL TIBIOFIBULAR JOINTDISLOCATION",,,
27832,"OPEN TREATMENT OF PROXIMAL TIBIOFIBULAR JOINTDISLOCATION, W/ OR W/O INTERNAL OR EXTERNAL FIXATION, ORW/ EXCISION OF PROXIMAL FIBULA",,,
27840,CLOSED TREATMENT OF ANKLE DISLOCATION,,,
RVS Code,Description,,,
,Case Rate,,,
27848,"OPEN TREATMENT OF ANKLE DISLOCATION, W/ OR W/OPERCUTANEOUS SKELETAL FIXATION; W/ REPAIR OR INTERNALOR EXTERNAL FIXATION",,,
27870,"ARTHRODESIS, ANKLE, ANY METHOD",,,
27871,"ARTHRODESIS, TIBIOFIBULAR JOINT, PROXIMAL OR DISTAL",,,
27880,"AMPUTATION, LEG, THROUGH TIBIA AND FIBULA;",,,
27881,"AMPUTATION, LEG, THROUGH TIBIA AND FIBULA; W/ IMMEDIATEFITTING TECHNIQUE INCLUDING APPLICATION OF FIRST CAST",,,
27882,"AMPUTATION, LEG, THROUGH TIBIA AND FIBULA; OPEN,CIRCULAR (GUILLOTINE)",,,
27884,"AMPUTATION, LEG, THROUGH TIBIA AND FIBULA; SECONDARYCLOSURE OR SCAR REVISION",,,
27886,"AMPUTATION, LEG, THROUGH TIBIA AND FIBULA; RE-AMPUTATION",,,
27888,"AMPUTATION, ANKLE, THROUGH MALLEOLI OF TIBIA AND FIBULA(SYME, PIROGOFF TYPE PROCEDURES), W/ PLASTIC CLOSURE ANDRESECTION OF NERVES",,,
27889,ANKLE DISARTICULATION,,,
27892,"DECOMPRESSION FASCIOTOMY, LEG; ANTERIOR AND/OR LATERALCOMPARTMENTS ONLY, W/ DEBRIDEMENT OF NONVIABLEMUSCLE AND/OR NERVE",,,
27893,"DECOMPRESSION FASCIOTOMY, LEG; POSTERIORCOMPARTMENT(S) ONLY, W/ DEBRIDEMENT OF NONVIABLEMUSCLE AND/OR NERVE",,,
27894,"DECOMPRESSION FASCIOTOMY, LEG; ANTERIOR AND/ORLATERAL, AND POSTERIOR COMPARTMENT(S), W/ DEBRIDEMENTOF NONVIABLE MUSCLE AND/OR NERVE",,,
28001,"INCISION AND DRAINAGE, INFECTED BURSA, FOOT",,,
28002,"DEEP DISSECTION BELOW FASCIA, FOR DEEP INFECTION OF FOOT,W/ OR W/O TENDON SHEATH INVOLVEMENT; SINGLE BURSALSPACE, SPECIFY;",,,
28003,"DEEP DISSECTION BELOW FASCIA, FOR DEEP INFECTION OF FOOT,W/ OR W/O TENDON SHEATH INVOLVEMENT; SINGLE BURSALSPACE, SPECIFY; MULTIPLE AREAS",,,
28005,"INCISION, DEEP, W/ OPENING OF BONE CORTEX (E.G. FOROSTEOMYELITIS OR BONE ABSCESS), FOOT",,,
28008,"FASCIOTOMY, FOOT AND/OR TOE",,,
28010,"TENOTOMY, SUBCUTANEOUS, TOE; SINGLE",,,
28011,"TENOTOMY, SUBCUTANEOUS, TOE; MULTIPLE",,,
28020,"ARTHROTOMY, W/ EXPLORATION, DRAINAGE, OR REMOVAL OFLOOSE OR FOREIGN BODY; INTERTARSAL OR TARSOMETATARSALJOINT",,,
28022,"ARTHROTOMY, W/ EXPLORATION, DRAINAGE, OR REMOVAL OFLOOSE OR FOREIGN BODY; METATARSOPHALANGEAL JOINT",,,
28024,"ARTHROTOMY, W/ EXPLORATION, DRAINAGE, OR REMOVAL OFLOOSE OR FOREIGN BODY; INTERPHALANGEAL JOINT",,,
28030,NEURECTOMY OF INTRINSIC MUSCULATURE OF FOOT,,,
28035,"TARSAL TUNNEL RELEASE (POSTERIOR TIBIAL NERVEDECOMPRESSION)",,,
28043,"EXCISION, TUMOR, FOOT; SUBCUTANEOUS",,,
28045,"EXCISION, TUMOR, FOOT; DEEP, SUBFASCIAL, INTRAMUSCULAR",,,
28046,"RADICAL RESECTION OF TUMOR (E.G., MALIGNANT NEOPLASM),SOFT TISSUE OF FOOT",,,
28050,"ARTHROTOMY FOR SYNOVIAL BIOPSY; INTERTARSAL ORTARSOMETATARSAL JOINT",,,
28052,"ARTHROTOMY FOR SYNOVIAL BIOPSY; METATARSOPHALANGEALJOINT",,,
28054,ARTHROTOMY FOR SYNOVIAL BIOPSY; INTERPHALANGEAL JOINT,,,
28060,"FASCIECTOMY, EXCISION OF PLANTAR FASCIA; PARTIAL",,,
28062,"FASCIECTOMY, EXCISION OF PLANTAR FASCIA; RADICAL",,,
28070,"SYNOVECTOMY; INTERTARSAL OR TARSOMETATARSAL JOINT,EACH",,,
28072,"SYNOVECTOMY; METATARSOPHALANGEAL JOINT, EACH",,,
28080,"EXCISION OF INTERDIGITAL (MORTON) NEUROMA, SINGLE, EACH",,,
28086,"SYNOVECTOMY, TENDON SHEATH, FOOT; FLEXOR",,,
28088,"SYNOVECTOMY, TENDON SHEATH, FOOT; EXTENSOR",,,
28090,"EXCISION OF LESION OF TENDON OR FIBROUS SHEATH ORCAPSULE (INCLUDING SYNOVECTOMY) (CYST OR GANGLION); FOOT",,,
28092,"EXCISION OF LESION OF TENDON OR FIBROUS SHEATH ORCAPSULE (INCLUDING SYNOVECTOMY) (CYST OR GANGLION); TOES",,,
28100,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR,TALUS OR CALCANEUS;",,,
28102,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR,TALUS OR CALCANEUS; W/ ILIAC OR OTHER AUTOGRAFT(INCLUDES OBTAINING GRAFT)",,,
28103,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR,TALUS OR CALCANEUS; W/ ALLOGRAFT",,,
RVS Code,Description,,,
,Case Rate,,,
28106,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR,TALUS OR METATARSAL BONES, EXCEPT TARSAL OR CALCANEUS;W/ ILIAC OR OTHER AUTOGRAFT (INCLUDES OBTAINING GRAFT)",,,
28107,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR,TALUS OR METATARSAL BONES, EXCEPT TARSAL OR CALCANEUS;W/ ALLOGRAFT",,,
28108,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR,PHALANGES OF FOOT",,,
28110,"OSTECTOMY, PARTIAL EXCISION, FIFTH METATARSAL HEAD(BUNIONETTE)",,,
28111,"OSTECTOMY, COMPLETE EXCISION; FIRST METATARSAL HEAD",,,
28112,"OSTECTOMY, COMPLETE EXCISION; OTHER METATARSAL HEAD(SECOND, THIRD OR FOURTH)",,,
28113,"OSTECTOMY, COMPLETE EXCISION; FIFTH METATARSAL HEAD",,,
28114,"OSTECTOMY, COMPLETE EXCISION; ALL METATARSAL HEADS, W/PARTIAL PROXIMAL PHALANGECTOMY, EXCLUDING FIRSTMETATARSAL (CLAYTON TYPE PROCEDURE)",,,
28116,"OSTECTOMY, EXCISION OF TARSAL COALITION",,,
28118,"OSTECTOMY, CALCANEUS;",,,
28119,"OSTECTOMY, CALCANEUS; FOR SPUR, W/ OR  W/O PLANTARFASCIAL RELEASE",,,
28120,"PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION,SEQUESTRECTOMY, OR DIAPHYSECTOMY) OF BONE (E.G., FOROSTEOMYELITIS OR TALAR BOSSING); TALUS OR CALCANEUS",,,
28122,"PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, ORDIAPHYSECTOMY) OF BONE (E.G., FOR OSTEOMYELITIS OR TARSALBOSSING), TARSAL OR METATARSAL BONE, EXCEPT TALUS ORCALCANEUS",,,
